0.0	0.064172	0.25958	0.656986	0.564588	0.314247
0.005556	0.066079	0.259216	0.66272	0.570728	0.316672
0.011111	0.06186	0.255795	0.656949	0.561752	0.317417
0.016667	0.062901	0.256766	0.654632	0.564123	0.320709
0.022222	0.062034	0.254964	0.65001	0.543784	0.322612
0.027778	0.06423	0.255756	0.648921	0.545981	0.327116
0.033333	0.062207	0.254064	0.644877	0.552646	0.328212
0.038889	0.06319	0.253174	0.63835	0.557801	0.330117
0.044444	0.060242	0.251094	0.637208	0.529758	0.332191
0.05	0.056833	0.251083	0.604808	0.5432	0.331269
0.055556	0.060936	0.25165	0.633534	0.537749	0.336465
0.061111	0.060185	0.248628	0.62863	0.55792	0.334846
0.066667	0.060358	0.250067	0.628191	0.546383	0.339985
0.072222	0.060012	0.249252	0.624558	0.533055	0.341946
0.077778	0.059896	0.250004	0.622963	0.556987	0.343159
0.083333	0.058105	0.248542	0.620089	0.557856	0.344947
0.088889	0.058856	0.248358	0.618024	0.539136	0.347545
0.094444	0.061052	0.245215	0.641159	0.540646	0.350427
0.1	0.058047	0.24748	0.612919	0.524822	0.353142
0.105556	0.057585	0.245614	0.61011	0.521114	0.355449
0.111111	0.058914	0.246007	0.608154	0.535425	0.358163
0.116667	0.057296	0.245256	0.604586	0.525401	0.357873
0.122222	0.05666	0.245019	0.60294	0.519142	0.359027
0.127778	0.055332	0.244419	0.575581	0.541276	0.36076
0.133333	0.057065	0.243552	0.597712	0.52511	0.364509
0.138889	0.05747	0.243888	0.596637	0.509227	0.366242
0.144444	0.054522	0.241339	0.59221	0.518737	0.364623
0.15	0.056776	0.243125	0.592586	0.520064	0.370108
0.155556	0.055678	0.239289	0.588274	0.519953	0.367681
0.161111	0.056372	0.242184	0.587886	0.525626	0.37334
0.166667	0.055563	0.240439	0.58473	0.529917	0.374377
0.172222	0.055043	0.23985	0.58273	0.535363	0.374724
0.177778	0.055274	0.24048	0.58195	0.499372	0.376745
0.183333	0.053367	0.238105	0.577227	0.504419	0.376684
0.188889	0.056719	0.238719	0.577365	0.511077	0.379169
0.194444	0.056777	0.238308	0.576015	0.516698	0.381535
0.2	0.055621	0.238487	0.57291	0.510382	0.384477
0.205556	0.059955	0.237951	0.601938	0.494559	0.387652
0.211111	0.055159	0.237488	0.56909	0.520059	0.389036
0.216667	0.055217	0.237945	0.56673	0.506148	0.390884
0.222222	0.052038	0.234298	0.562143	0.502969	0.38909
0.227778	0.053772	0.236431	0.561927	0.506497	0.392614
0.233333	0.054928	0.237587	0.561206	0.500236	0.395154
0.238889	0.054754	0.23601	0.558686	0.494035	0.396366
0.244444	0.053598	0.235721	0.556519	0.507191	0.397
0.25	0.055563	0.234948	0.55574	0.49809	0.39856
0.255556	0.052616	0.233803	0.550843	0.483028	0.400633
0.261111	0.049958	0.233208	0.521144	0.485228	0.401904
0.266667	0.054523	0.235173	0.549393	0.484411	0.4071
0.272222	0.053367	0.231279	0.545024	0.487024	0.404154
0.277778	0.055564	0.233943	0.545342	0.472531	0.408658
0.283333	0.053888	0.232666	0.542656	0.485166	0.410618
0.288889	0.054061	0.233706	0.541349	0.482961	0.413043
0.294444	0.053599	0.232308	0.53854	0.474618	0.413504
0.3	0.055737	0.23358	0.538404	0.499533	0.416622
0.305556	0.054581	0.232823	0.535768	0.489972	0.417256
0.311111	0.053252	0.231892	0.532959	0.480237	0.418178
0.316667	0.05227	0.230442	0.530099	0.47601	0.418119
0.322222	0.055102	0.230068	0.530656	0.470093	0.420546
0.327778	0.051807	0.228576	0.525412	0.457466	0.422272
0.333333	0.053079	0.230246	0.525204	0.472122	0.425796
0.338889	0.053368	0.230536	0.524085	0.472875	0.427469
0.344444	0.052732	0.229831	0.521969	0.463834	0.428162
0.35	0.05175	0.227912	0.519109	0.464242	0.428103
0.355556	0.057009	0.230103	0.541481	0.478028	0.432608
0.361111	0.054755	0.228179	0.514677	0.46499	0.429318
0.366667	0.054177	0.229872	0.515435	0.467597	0.434223
0.372222	0.054293	0.227717	0.512337	0.458964	0.435318
0.377778	0.054524	0.228347	0.511558	0.457281	0.438262
0.383333	0.053137	0.227359	0.50916	0.457688	0.438665
0.388889	0.054755	0.22851	0.508901	0.447716	0.443053
0.394444	0.052906	0.227527	0.506041	0.449515	0.442993
0.4	0.055622	0.22617	0.505146	0.456988	0.444899
0.405556	0.052501	0.22532	0.500545	0.443143	0.446338
0.411111	0.053368	0.223847	0.500473	0.454674	0.446743
0.416667	0.05464	0.226921	0.499796	0.44754	0.451189
0.422222	0.053657	0.225939	0.496936	0.45583	0.452976
0.427778	0.052964	0.225644	0.495232	0.433286	0.45315
0.433333	0.050768	0.225113	0.46372	0.440645	0.453093
0.438889	0.05227	0.223547	0.490783	0.456237	0.454302
0.444444	0.055507	0.222311	0.49799	0.442037	0.454477
0.45	0.053658	0.224865	0.488813	0.444582	0.460249
0.455556	0.054351	0.224224	0.487701	0.455072	0.461922
0.461111	0.053311	0.223184	0.484783	0.42946	0.461805
0.466667	0.056258	0.222925	0.485456	0.437104	0.462501
0.472222	0.053138	0.22374	0.459988	0.443014	0.461924
0.477778	0.054004	0.222405	0.480712	0.437975	0.464288
0.483333	0.059899	0.222561	0.507617	0.440926	0.465387
0.488889	0.054929	0.222862	0.477881	0.419891	0.467059
0.494444	0.055045	0.223844	0.476986	0.420874	0.468965
0.5	0.051635	0.219966	0.471699	0.423955	0.467401
0.505556	0.05464	0.222504	0.472827	0.424642	0.470407
0.511111	0.053369	0.220764	0.469678	0.431252	0.471905
0.516667	0.059726	0.220048	0.51026	0.429162	0.474907
0.522222	0.055045	0.221504	0.467599	0.43061	0.47635
0.527778	0.056317	0.222776	0.466993	0.411482	0.479007
0.533333	0.055218	0.22121	0.464957	0.416411	0.478832
0.538889	0.052098	0.221956	0.429091	0.413453	0.478661
0.544444	0.056028	0.221482	0.462878	0.412524	0.482816
0.55	0.061402	0.220252	0.498253	0.408989	0.484835
0.555556	0.054756	0.218408	0.456515	0.411776	0.483908
0.561111	0.055392	0.21764	0.453396	0.412876	0.485005
0.566667	0.055392	0.22031	0.455599	0.40951	0.489047
0.572222	0.055219	0.219669	0.454487	0.411191	0.489797
0.577778	0.055508	0.218623	0.452032	0.417104	0.491065
0.583333	0.05649	0.219137	0.451137	0.39166	0.495279
0.588889	0.055566	0.219011	0.450538	0.411941	0.496088
0.594444	0.0536	0.216179	0.445828	0.4054	0.494179
0.6	0.056895	0.218138	0.446848	0.399946	0.496607
0.605556	0.054814	0.216457	0.444226	0.405687	0.494931
0.611111	0.056779	0.217486	0.443844	0.39838	0.498743
0.616667	0.056144	0.217318	0.44227	0.400062	0.49903
0.622222	0.056837	0.217943	0.433505	0.408577	0.501052
0.627778	0.055912	0.217018	0.438681	0.400234	0.502435
0.633333	0.056433	0.21707	0.438263	0.409099	0.503417
0.638889	0.0573	0.217469	0.437722	0.398376	0.504746
0.644444	0.057646	0.216481	0.435324	0.387656	0.504687
0.65	0.058629	0.21606	0.431144	0.386784	0.504746
0.655556	0.058051	0.217285	0.43378	0.392637	0.507805
0.661111	0.057184	0.215482	0.431035	0.390379	0.507861
0.666667	0.060074	0.215702	0.447211	0.391535	0.50994
0.672222	0.055392	0.214089	0.426825	0.395017	0.510629
0.677778	0.05597	0.214199	0.425995	0.396986	0.51213
0.683333	0.056491	0.215119	0.425974	0.380756	0.512594
0.688889	0.056433	0.214524	0.411294	0.394546	0.512941
0.694444	0.058282	0.214241	0.423216	0.382668	0.51496
0.7	0.058456	0.214345	0.421909	0.385563	0.516923
0.705556	0.056086	0.212842	0.419468	0.385451	0.517267
0.711111	0.059438	0.21219	0.431014	0.380639	0.51848
0.716667	0.057878	0.214166	0.417974	0.385389	0.521366
0.722222	0.057127	0.213814	0.416681	0.375768	0.523328
0.727778	0.063021	0.213572	0.438965	0.38527	0.524945
0.733333	0.058225	0.212641	0.414096	0.381563	0.525406
0.738889	0.058918	0.213335	0.413382	0.384574	0.525638
0.744444	0.058514	0.211596	0.410702	0.377276	0.527135
0.75	0.058629	0.212578	0.410277	0.376868	0.527656
0.755556	0.058167	0.211648	0.408406	0.357397	0.527194
0.761111	0.058687	0.211631	0.407916	0.371302	0.530889
0.766667	0.059438	0.211516	0.406392	0.369795	0.531235
0.772222	0.057416	0.211626	0.389135	0.369446	0.531351
0.777778	0.059496	0.211106	0.404103	0.368926	0.534062
0.783333	0.063021	0.210627	0.417701	0.369851	0.536372
0.788889	0.059265	0.209938	0.401056	0.36684	0.535677
0.794444	0.060247	0.20865	0.400233	0.365565	0.53487
0.8	0.060768	0.210505	0.399273	0.366025	0.538565
0.805556	0.059612	0.210216	0.397576	0.352291	0.538737
0.811111	0.058225	0.209228	0.396117	0.365216	0.539602
0.816667	0.061288	0.208686	0.396977	0.367472	0.542316
0.822222	0.058052	0.210321	0.372332	0.356577	0.542547
0.827778	0.060132	0.208865	0.392933	0.352348	0.545258
0.833333	0.061057	0.207918	0.39292	0.363472	0.546183
0.838889	0.061115	0.20938	0.3911	0.357966	0.54901
0.844444	0.060017	0.210015	0.390328	0.356748	0.549184
0.85	0.058341	0.206536	0.386846	0.346323	0.549872
0.855556	0.060075	0.207802	0.387172	0.344812	0.552991
0.861111	0.060768	0.208097	0.385121	0.348811	0.552817
0.866667	0.060652	0.207913	0.385403	0.363007	0.55403
0.872222	0.059323	0.20745	0.383063	0.352809	0.55403
0.877778	0.066085	0.206203	0.404806	0.343706	0.559283
0.883333	0.062386	0.205504	0.382515	0.349502	0.556744
0.888889	0.060999	0.207723	0.381454	0.351703	0.561706
0.894444	0.061404	0.207659	0.379981	0.358135	0.560726
0.9	0.061577	0.20603	0.373186	0.340288	0.561879
0.905556	0.062791	0.207712	0.378154	0.348919	0.563554
0.911111	0.060826	0.204811	0.374781	0.352518	0.562512
0.916667	0.061231	0.206082	0.375114	0.340344	0.563322
0.922222	0.061173	0.20469	0.372781	0.34081	0.564244
0.927778	0.061577	0.203222	0.372247	0.336115	0.566956
0.933333	0.06256	0.206008	0.372688	0.346773	0.570652
0.938889	0.064987	0.203564	0.3923	0.347124	0.568688
0.944444	0.061982	0.204026	0.368825	0.343414	0.567304
0.95	0.066547	0.20372	0.388228	0.326895	0.567479
0.955556	0.061288	0.202865	0.366723	0.345038	0.567534
0.961111	0.060768	0.201808	0.365662	0.335186	0.568342
0.966667	0.063254	0.203894	0.365403	0.334949	0.570884
0.972222	0.062271	0.203778	0.364348	0.330661	0.572153
0.977778	0.061751	0.203258	0.36289	0.325505	0.572556
0.983333	0.063774	0.201607	0.363576	0.331297	0.574635
0.988889	0.063716	0.20342	0.361641	0.334948	0.576885
0.994444	0.063543	0.203646	0.360926	0.330078	0.576655
